eval_id,eval_row_id,eval_model_label,llm_chess_player,eval_variant_label,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer
arc_agi_2,arc_agi_2:0010:gpt_5_6_sol_max,GPT-5.6 Sol (Max),gpt-5.6-sol-2026-07-09-high,GPT-5.6 Sol (Max),variant-compatible,reviewed_2026_07_arc_refresh,medium,OpenAI,2026-07-09,,reasoning_or_configured,max,reasoning,high,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Max, which has no LLM Chess tier for the GPT-5.6 Sol family, so clause 3 substitutes the highest available tier, gpt-5.6-sol-2026-07-09-high.","Effort conflict: no gpt-5.6-sol-2026-07-09-max run exists, so the ARC Max configuration is compared against the -high tier. It shares gpt-5.6-sol-2026-07-09-high with the sibling High row, so max dedupe keeps whichever configuration scored higher on ARC-AGI-2.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0011:gpt_5_6_terra_low,GPT-5.6 Terra (Low),gpt-5.6-terra-2026-07-09-medium,GPT-5.6 Terra (Low),variant-compatible,reviewed_2026_07_arc_refresh,medium,OpenAI,2026-07-09,,reasoning_or_configured,low,reasoning,medium,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Low. elo_refined.csv has no gpt-5.6-terra-2026-07-09-low (tiers are medium and high), so clause 3 substitutes the lowest available tier in the same direction, gpt-5.6-terra-2026-07-09-medium. Direction binds: the row is not promoted to the -high tier.","Forced effort inversion: the ARC run is Low and the lowest LLM Chess tier available is gpt-5.6-terra-2026-07-09-medium. No lower tier exists, so the substitution is coverage-driven and the two efforts do not agree. Do not read this row as an effort-matched comparison.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0012:gpt_5_6_terra_medium,GPT-5.6 Terra (Medium),gpt-5.6-terra-2026-07-09-medium,GPT-5.6 Terra (Medium),accepted,reviewed_2026_07_arc_refresh,high,OpenAI,2026-07-09,,reasoning_or_configured,medium,reasoning,medium,effort_to_effort,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory,"ARC states Medium and elo_refined.csv has the exact gpt-5.6-terra-2026-07-09-medium tier, so clause 2 applies and the efforts match one to one.",,cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0013:gpt_5_6_terra_high,GPT-5.6 Terra (High),gpt-5.6-terra-2026-07-09-high,GPT-5.6 Terra (High),accepted,reviewed_2026_07_arc_refresh,high,OpenAI,2026-07-09,,reasoning_or_configured,high,reasoning,high,effort_to_effort,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory,"ARC states High and elo_refined.csv has the exact gpt-5.6-terra-2026-07-09-high tier, so clause 2 applies and the efforts match one to one.",,cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0014:gpt_5_6_terra_xhigh,GPT-5.6 Terra (xHigh),gpt-5.6-terra-2026-07-09-high,GPT-5.6 Terra (xHigh),variant-compatible,reviewed_2026_07_arc_refresh,medium,OpenAI,2026-07-09,,reasoning_or_configured,xhigh,reasoning,high,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states xHigh, which has no LLM Chess tier for the GPT-5.6 Terra family, so clause 3 substitutes the highest available tier, gpt-5.6-terra-2026-07-09-high.","Effort conflict: no gpt-5.6-terra-2026-07-09-xhigh run exists, so the ARC xHigh configuration is compared against the -high tier. It shares gpt-5.6-terra-2026-07-09-high with the sibling High row, so max dedupe keeps whichever configuration scored higher on ARC-AGI-2.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0015:gpt_5_6_terra_max,GPT-5.6 Terra (Max),gpt-5.6-terra-2026-07-09-high,GPT-5.6 Terra (Max),variant-compatible,reviewed_2026_07_arc_refresh,medium,OpenAI,2026-07-09,,reasoning_or_configured,max,reasoning,high,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Max, which has no LLM Chess tier for the GPT-5.6 Terra family, so clause 3 substitutes the highest available tier, gpt-5.6-terra-2026-07-09-high.","Effort conflict: no gpt-5.6-terra-2026-07-09-max run exists, so the ARC Max configuration is compared against the -high tier. It shares gpt-5.6-terra-2026-07-09-high with the sibling High row, so max dedupe keeps whichever configuration scored higher on ARC-AGI-2.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0016:gpt_5_6_luna_low,GPT-5.6 Luna (Low),gpt-5.6-luna-2026-07-09-medium,GPT-5.6 Luna (Low),variant-compatible,reviewed_2026_07_arc_refresh,medium,OpenAI,2026-07-09,,reasoning_or_configured,low,reasoning,medium,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Low. elo_refined.csv has no gpt-5.6-luna-2026-07-09-low (tiers are medium and high), so clause 3 substitutes the lowest available tier in the same direction, gpt-5.6-luna-2026-07-09-medium. Direction binds: the row is not promoted to the -high tier.","Forced effort inversion: the ARC run is Low and the lowest LLM Chess tier available is gpt-5.6-luna-2026-07-09-medium. No lower tier exists, so the substitution is coverage-driven and the two efforts do not agree. Do not read this row as an effort-matched comparison.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0017:gpt_5_6_luna_medium,GPT-5.6 Luna (Medium),gpt-5.6-luna-2026-07-09-medium,GPT-5.6 Luna (Medium),accepted,reviewed_2026_07_arc_refresh,high,OpenAI,2026-07-09,,reasoning_or_configured,medium,reasoning,medium,effort_to_effort,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory,"ARC states Medium and elo_refined.csv has the exact gpt-5.6-luna-2026-07-09-medium tier, so clause 2 applies and the efforts match one to one.",,cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0018:gpt_5_6_luna_high,GPT-5.6 Luna (High),gpt-5.6-luna-2026-07-09-high,GPT-5.6 Luna (High),accepted,reviewed_2026_07_arc_refresh,high,OpenAI,2026-07-09,,reasoning_or_configured,high,reasoning,high,effort_to_effort,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory,"ARC states High and elo_refined.csv has the exact gpt-5.6-luna-2026-07-09-high tier, so clause 2 applies and the efforts match one to one.",,cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0019:gpt_5_6_luna_xhigh,GPT-5.6 Luna (xHigh),gpt-5.6-luna-2026-07-09-high,GPT-5.6 Luna (xHigh),variant-compatible,reviewed_2026_07_arc_refresh,medium,OpenAI,2026-07-09,,reasoning_or_configured,xhigh,reasoning,high,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states xHigh, which has no LLM Chess tier for the GPT-5.6 Luna family, so clause 3 substitutes the highest available tier, gpt-5.6-luna-2026-07-09-high.","Effort conflict: no gpt-5.6-luna-2026-07-09-xhigh run exists, so the ARC xHigh configuration is compared against the -high tier. It shares gpt-5.6-luna-2026-07-09-high with the sibling High row, so max dedupe keeps whichever configuration scored higher on ARC-AGI-2.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0020:gpt_5_6_luna_max,GPT-5.6 Luna (Max),gpt-5.6-luna-2026-07-09-high,GPT-5.6 Luna (Max),variant-compatible,reviewed_2026_07_arc_refresh,medium,OpenAI,2026-07-09,,reasoning_or_configured,max,reasoning,high,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Max, which has no LLM Chess tier for the GPT-5.6 Luna family, so clause 3 substitutes the highest available tier, gpt-5.6-luna-2026-07-09-high.","Effort conflict: no gpt-5.6-luna-2026-07-09-max run exists, so the ARC Max configuration is compared against the -high tier. It shares gpt-5.6-luna-2026-07-09-high with the sibling High row, so max dedupe keeps whichever configuration scored higher on ARC-AGI-2.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0021:glm_5_2,GLM-5.2,,GLM-5.2,unmatched,reviewed_2026_07_arc_refresh,high,Z.ai,2026-06-13,,unknown,,,,,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory,"zai.glm-5 is GLM-5, a different release. Same-family-different-version rows are not matches; the eci and vals_index mappings hold GLM-5.2 unmatched on the same grounds.",Revisit once a GLM-5.2 run exists in elo_refined.csv.,cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0022:claude_opus_4_8_low,Claude Opus 4.8 (Low),claude-opus-4-8_adaptive-thinking-high,Claude Opus 4.8 (Low),variant-compatible,reviewed_2026_07_arc_refresh,medium,Anthropic,2026-06-01,,reasoning_or_configured,low,reasoning,high,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Low and claude-opus-4-8_adaptive-thinking-high is the only Claude Opus 4.8 tier in elo_refined.csv, so clause 3 has a single candidate and takes the lowest available tier.","Forced effort inversion: the ARC run is Low and the only LLM Chess tier for this model is claude-opus-4-8_adaptive-thinking-high. No lower tier exists, so the substitution is coverage-driven and the two efforts do not agree. Do not read this row as an effort-matched comparison.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0023:claude_opus_4_8_medium,Claude Opus 4.8 (Medium),claude-opus-4-8_adaptive-thinking-high,Claude Opus 4.8 (Medium),variant-compatible,reviewed_2026_07_arc_refresh,medium,Anthropic,2026-06-01,,reasoning_or_configured,medium,reasoning,high,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Medium and claude-opus-4-8_adaptive-thinking-high is the only Claude Opus 4.8 tier in elo_refined.csv, so clause 3 has a single candidate and takes the lowest available tier.","Forced effort inversion: the ARC run is Medium and the only LLM Chess tier for this model is claude-opus-4-8_adaptive-thinking-high. No lower tier exists, so the substitution is coverage-driven and the two efforts do not agree. Do not read this row as an effort-matched comparison.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0024:claude_opus_4_8_high,Claude Opus 4.8 (High),claude-opus-4-8_adaptive-thinking-high,Claude Opus 4.8 (High),accepted,reviewed_2026_07_arc_refresh,high,Anthropic,2026-06-01,,reasoning_or_configured,high,reasoning,high,effort_to_effort,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory,"ARC states High and the single LLM Chess Claude Opus 4.8 run is the adaptive-thinking-high tier, so clause 2 applies. Same family, same release, same stated effort.",,cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0025:claude_opus_4_8_max,Claude Opus 4.8 (Max),claude-opus-4-8_adaptive-thinking-high,Claude Opus 4.8 (Max),variant-compatible,reviewed_2026_07_arc_refresh,medium,Anthropic,2026-06-01,,reasoning_or_configured,max,reasoning,high,nearest-tier,arc_leaderboard_row; arc_evaluations_json; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Max and claude-opus-4-8_adaptive-thinking-high is the only Claude Opus 4.8 tier in elo_refined.csv, so clause 3 has a single candidate and takes the highest available tier.","Effort conflict: no Claude Opus 4.8 max tier exists in LLM Chess, so the ARC Max configuration is compared against claude-opus-4-8_adaptive-thinking-high. Shares its player with the sibling High/Medium/Low rows, so max dedupe keeps the highest ARC-AGI-2 score among them.",cross_ref_refresh_jul_2026
arc_agi_2,arc_agi_2:0026:gemini_3_5_flash_minimal,Gemini 3.5 Flash (Minimal),gemini-3.5-flash-medium,Gemini 3.5 Flash (Minimal),variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,2026-05-19,,unknown,minimal,reasoning,medium,nearest-tier,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"gemini-3.5-flash-medium now exists in elo_refined.csv, so the family that this row was previously held unmatched for is present. ARC states Minimal and -medium is the only Gemini 3.5 Flash tier, so clause 3 has a single candidate and the substitution is forced upward rather than reasoned.",Forced effort inversion: the ARC run is Minimal and the LLM Chess run is -medium. No lower tier exists. Do not read this row as an effort-matched comparison.,cross_ref_reasoning_rule_2026_07
arc_agi_2,arc_agi_2:0027:gemini_3_5_flash_high,Gemini 3.5 Flash (High),gemini-3.5-flash-medium,Gemini 3.5 Flash (High),variant-compatible,reviewed_2026_07_reasoning_rule,medium,Google,2026-05-19,,reasoning_or_configured,high,reasoning,medium,nearest-tier,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"gemini-3.5-flash-medium now exists in elo_refined.csv, so the family that this row was previously held unmatched for is present. ARC states High and -medium is the only Gemini 3.5 Flash tier, so clause 3 substitutes the highest available tier.","Effort conflict: the ARC run is High and the LLM Chess run is -medium. No higher Gemini 3.5 Flash tier exists, so the two efforts do not agree. Shares its LLM Chess player with the sibling Minimal row, so dedupe keeps only the higher ARC score.",cross_ref_reasoning_rule_2026_07
arc_agi_2,arc_agi_2:0028:gpt_5_5_pro_high,GPT-5.5 Pro (High),,GPT-5.5 Pro (High),unmatched,qa_passed,high,OpenAI,2026-04-23,,reasoning_or_configured,high,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,No matching family/version exists in the current llm_chess inventory.,,published_mapping_review
arc_agi_2,arc_agi_2:0029:gpt_5_5_pro_xhigh,GPT-5.5 Pro (xHigh),,GPT-5.5 Pro (xHigh),unmatched,qa_passed,high,OpenAI,2026-04-23,,reasoning_or_configured,xhigh,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,No matching family/version exists in the current llm_chess inventory.,,published_mapping_review
arc_agi_2,arc_agi_2:0030:gpt_5_5_high,GPT-5.5 (High),gpt-5.5-high,GPT-5.5 (High),accepted,qa_passed,high,OpenAI,2026-04-23,,reasoning_or_configured,high,reasoning,high,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess tier id now exists in the refreshed inventory.,,cross_ref_refresh_may_2026
arc_agi_2,arc_agi_2:0031:gpt_5_5_low,GPT-5.5 (Low),gpt-5.5-medium,GPT-5.5 (Low),accepted,reviewed_2026_07_reasoning_rule,high,OpenAI,2026-04-22,,reasoning_or_configured,low,reasoning,medium,nearest-tier,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Low. elo_refined.csv has no gpt-5.5-low (tiers are medium and high), so clause 3 substitutes the lowest available tier in the same direction, gpt-5.5-medium. Direction binds: the row is not promoted to gpt-5.5-high.","Effort conflict: the ARC run is Low and the LLM Chess run is -medium. No lower GPT-5.5 tier exists, so the substitution is coverage-driven and the two efforts do not agree.",cross_ref_reasoning_rule_2026_07
arc_agi_2,arc_agi_2:0032:gpt_5_5_medium,GPT-5.5 (Medium),gpt-5.5-medium,GPT-5.5 (Medium),accepted,qa_passed,high,OpenAI,2026-04-22,,reasoning_or_configured,medium,reasoning,medium,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess tier id now exists in the refreshed inventory.,,cross_ref_refresh_may_2026
arc_agi_2,arc_agi_2:0033:gpt_5_5_high,GPT-5.5 (High),gpt-5.5-high,GPT-5.5 (High),accepted,qa_passed,high,OpenAI,2026-04-22,,reasoning_or_configured,high,reasoning,high,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess tier id now exists in the refreshed inventory.,,cross_ref_refresh_may_2026
arc_agi_2,arc_agi_2:0034:gpt_5_5_xhigh,GPT-5.5 (xHigh),gpt-5.5-high,GPT-5.5 (xHigh),variant-compatible,reviewed_2026_07_reasoning_rule,medium,OpenAI,2026-04-22,,reasoning_or_configured,xhigh,reasoning,high,nearest-tier,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"The GPT-5.5 family is present in elo_refined.csv (medium and high tiers), so the earlier 'no matching family/version' hold no longer holds. ARC states xHigh, which has no LLM Chess tier, so clause 3 substitutes the highest available tier, gpt-5.5-high.","Effort conflict: no gpt-5.5-xhigh run exists, so xHigh is compared against the -high tier. Distinct from the GPT-5.5 Pro rows, which stay unmatched on the Pro product axis rather than on effort.",cross_ref_reasoning_rule_2026_07
arc_agi_2,arc_agi_2:0035:claude_4_7_low,Claude 4.7 (Low),,Claude 4.7 (Low),unmatched,qa_passed,high,Anthropic,2026-04-16,,reasoning_or_configured,low,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,No matching family/version exists in the current llm_chess inventory.,,published_mapping_review
arc_agi_2,arc_agi_2:0036:claude_4_7_medium,Claude 4.7 (Medium),,Claude 4.7 (Medium),unmatched,qa_passed,high,Anthropic,2026-04-16,,reasoning_or_configured,medium,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,No matching family/version exists in the current llm_chess inventory.,,published_mapping_review
arc_agi_2,arc_agi_2:0037:claude_4_7_high,Claude 4.7 (High),claude-opus-4-7_adaptive-thinking-high,Claude 4.7 (High),variant-compatible,qa_passed,medium,Anthropic,2026-04-16,,reasoning_or_configured,high,reasoning,high,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Same family and high effort intent; the ARC label omits the Opus tier and the adaptive-thinking suffix used in llm_chess. Confirmed Opus by the sibling 'Opus 4.7 (High)' ARC-AGI-3 row.,,cross_ref_refresh_may_2026
arc_agi_2,arc_agi_2:0038:claude_4_7_max,Claude 4.7 (Max),,Claude 4.7 (Max),unmatched,qa_passed,high,Anthropic,2026-04-16,,reasoning_or_configured,max,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,No matching family/version exists in the current llm_chess inventory.,,published_mapping_review
arc_agi_2,arc_agi_2:0039:opus_4_7_high,Opus 4.7 (High),claude-opus-4-7_adaptive-thinking-high,Opus 4.7 (High),variant-compatible,qa_passed,medium,Anthropic,2026-04-16,,reasoning_or_configured,high,reasoning,high,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,"ARC-AGI-3 entry for Opus 4.7 at high effort; maps to the llm_chess Opus 4.7 adaptive-thinking-high run. No ARC-AGI-2 score, so it stays out of the ARC-AGI-2 sample.",,cross_ref_refresh_may_2026
arc_agi_2,arc_agi_2:0040:gpt_5_4_mini_xhigh,GPT-5.4 Mini (xHigh),,GPT-5.4 Mini (xHigh),unmatched,qa_passed,high,OpenAI,2026-03-17,,reasoning_or_configured,xhigh,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Only the High mini tier exists in the current llm_chess inventory.,,published_mapping_review
arc_agi_2,arc_agi_2:0041:gpt_5_4_mini_high,GPT-5.4 Mini (High),gpt-5.4-mini-high,GPT-5.4 Mini (High),accepted,qa_passed,high,OpenAI,2026-03-17,,reasoning_or_configured,high,reasoning,high,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess tier id exists.,,published_mapping_review
arc_agi_2,arc_agi_2:0042:gpt_5_4_mini_medium,GPT-5.4 Mini (Medium),gpt-5.4-mini-high,GPT-5.4 Mini (Medium),accepted,reviewed_2026_07_reasoning_rule,high,OpenAI,2026-03-17,,reasoning_or_configured,medium,reasoning,high,nearest-tier,arc_leaderboard_row; model_identity_review; llm_chess_inventory; reasoning_effort_rule:README.md#stage-ownership,"ARC states Medium. elo_refined.csv has only gpt-5.4-mini-low and gpt-5.4-mini-high, so clause 3's medium case applies. Low and high are equidistant from medium and the rule breaks the tie upward: -high here is the tie convention, not evidence that the ARC Medium run behaves like -high rather than -low.","Equidistant tiebreak, not evidence: gpt-5.4-mini-low is exactly as close to the stated Medium as gpt-5.4-mini-high.",cross_ref_reasoning_rule_2026_07
arc_agi_2,arc_agi_2:0043:gpt_5_4_mini_low,GPT-5.4 Mini (Low),gpt-5.4-mini-low,GPT-5.4 Mini (Low),accepted,qa_passed,high,OpenAI,2026-03-17,,reasoning_or_configured,low,reasoning,low,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess mini tier now exists in the refreshed inventory.,,cross_ref_refresh_may_2026
arc_agi_2,arc_agi_2:0044:gpt_5_4_nano_xhigh,GPT-5.4 Nano (xHigh),,GPT-5.4 Nano (xHigh),unmatched,qa_passed,high,OpenAI,2026-03-17,,reasoning_or_configured,xhigh,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Only the High nano tier exists in the current llm_chess inventory.,,published_mapping_review
arc_agi_2,arc_agi_2:0045:gpt_5_4_nano_high,GPT-5.4 Nano (High),gpt-5.4-nano-high,GPT-5.4 Nano (High),accepted,qa_passed,high,OpenAI,2026-03-17,,reasoning_or_configured,high,reasoning,high,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Exact llm_chess tier id exists.,,published_mapping_review
arc_agi_2,arc_agi_2:0046:gpt_5_4_nano_medium,GPT-5.4 Nano (Medium),,GPT-5.4 Nano (Medium),unmatched,qa_passed,high,OpenAI,2026-03-17,,reasoning_or_configured,medium,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Only the High nano tier exists in the current llm_chess inventory.,,published_mapping_review
arc_agi_2,arc_agi_2:0047:gpt_5_4_nano_low,GPT-5.4 Nano (Low),,GPT-5.4 Nano (Low),unmatched,qa_passed,high,OpenAI,2026-03-17,,reasoning_or_configured,low,,,,arc_leaderboard_row; model_identity_review; llm_chess_inventory,Only the High nano tier exists in the current llm_chess inventory.,,published_mapping_review
