eval_id,eval_row_id,eval_model_label,llm_chess_player,eval_variant_label,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer
vals_index,vals_index:0010:grok_grok_4_5,grok/grok-4.5,,grok/grok-4.5,unmatched,reviewed_2026_07_vals_index,none,grok,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Grok 4.5 has no LLM Chess run; the inventory reaches grok-4.3-high. No LLM Chess counterpart exists at any version, so there is nothing to map; the row stays visible in coverage and out of every statistic.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0011:openai_gpt_5_6_terra,openai/gpt-5.6-terra,gpt-5.6-terra-2026-07-09-high,openai/gpt-5.6-terra,variant-compatible,reviewed_2026_07_vals_index,high,openai,vals_index_v1_2_2026_07_23,reasoning_effort=xhigh,reasoning_or_configured,xhigh,reasoning,high,nearest-tier,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Same model. Vals states reasoning_effort=xhigh; LLM Chess offers only -high and -medium, so clause 3 substitutes upward to -high.","LLM Chess has no xhigh tier, so the compared efforts are not identical: xhigh vs high.",cross_ref_vals_index_2026_07
vals_index,vals_index:0012:zai_glm_5_2,zai/glm-5.2,,zai/glm-5.2,unmatched,reviewed_2026_07_vals_index,none,zai,vals_index_v1_2_2026_07_23,reasoning_effort=max,reasoning_or_configured,max,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"GLM 5.2 against the unversioned LLM Chess zai.glm-5. Same family but a different version is not a match, so this stays unmatched rather than being mapped to the nearest sibling.","zai.glm-5 carries no minor version, so it cannot be shown to be either 5.1 or 5.2.",cross_ref_vals_index_2026_07
vals_index,vals_index:0013:google_gemini_3_5_flash,google/gemini-3.5-flash,gemini-3.5-flash-medium,google/gemini-3.5-flash,variant-compatible,reviewed_2026_07_vals_index,medium,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,medium,nearest-tier,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Same model. Vals states reasoning_effort=high, but gemini-3.5-flash-medium is the only LLM Chess tier for it, so clause 3's single candidate is medium.","Forced substitution, not agreement: the external row is high effort and the only chess run is medium. Direction-aware substitution has one candidate, so the mapping does not imply the two efforts match.",cross_ref_vals_index_2026_07
vals_index,vals_index:0014:google_gemini_3_6_flash,google/gemini-3.6-flash,gemini-3.6-flash-high,google/gemini-3.6-flash,accepted,reviewed_2026_07_vals_index,high,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,Same model and the stated effort matches exactly: Vals reasoning_effort=high maps to gemini-3.6-flash-high under clause 2.,"gemini-3.6-flash-high has only 14 LLM Chess games, so its Elo is the least settled of the matched rows.",cross_ref_vals_index_2026_07
vals_index,vals_index:0015:anthropic_claude_sonnet_4_6,anthropic/claude-sonnet-4-6,claude-sonnet-4-6_thinking-high,anthropic/claude-sonnet-4-6,variant-compatible,reviewed_2026_07_vals_index,high,anthropic,vals_index_v1_2_2026_07_23,compute_effort=max,reasoning_or_configured,max,reasoning,thinking-high,nearest-tier,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Same model. The Vals row sets reasoning=True and compute_effort=max, so it is the thinking configuration: it maps to claude-sonnet-4-6_thinking-high rather than the non-thinking claude-sonnet-4-6. No max tier exists, so clause 3 substitutes upward to thinking-high.",compute_effort=max vs thinking-high; the efforts are not identical.,cross_ref_vals_index_2026_07
vals_index,vals_index:0016:minimax_minimax_m3,minimax/MiniMax-M3,,minimax/MiniMax-M3,unmatched,reviewed_2026_07_vals_index,none,minimax,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"MiniMax M3 against LLM Chess minimax-m2, minimax.minimax-m2.1 and minimax.minimax-m2.5. Same family but a different version is not a match, so this stays unmatched rather than being mapped to the nearest sibling.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0017:alibaba_qwen3_7_max,alibaba/qwen3.7-max,,alibaba/qwen3.7-max,unmatched,reviewed_2026_07_vals_index,none,alibaba,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Qwen 3.7 Max against the unversioned LLM Chess qwen-max. Same family but a different version is not a match, so this stays unmatched rather than being mapped to the nearest sibling.","qwen-max carries no version, so which Qwen generation it ran is unrecorded.",cross_ref_vals_index_2026_07
vals_index,vals_index:0018:deepseek_deepseek_v4_pro,deepseek/deepseek-v4-pro,,deepseek/deepseek-v4-pro,unmatched,reviewed_2026_07_vals_index,none,deepseek,vals_index_v1_2_2026_07_23,reasoning_effort=max,reasoning_or_configured,max,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"DeepSeek V4 Pro has no LLM Chess run; the inventory reaches deepseek-V3.2. No LLM Chess counterpart exists at any version, so there is nothing to map; the row stays visible in coverage and out of every statistic.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0019:kimi_kimi_k2_6,kimi/kimi-k2.6,,kimi/kimi-k2.6,unmatched,reviewed_2026_07_vals_index,none,kimi,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Kimi K2.6 against LLM Chess kimi-k2.5. Same family but a different version is not a match, so this stays unmatched rather than being mapped to the nearest sibling. The versions are adjacent, which makes the temptation to merge them stronger and the merge no more valid.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0020:google_gemini_3_1_pro_preview,google/gemini-3.1-pro-preview,gemini-3.1-pro-preview-high,google/gemini-3.1-pro-preview,accepted,reviewed_2026_07_vals_index,high,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,Same model and the stated effort matches exactly: Vals reasoning_effort=high maps to gemini-3.1-pro-preview-high under clause 2.,,cross_ref_vals_index_2026_07
vals_index,vals_index:0021:zai_glm_5_1,zai/glm-5.1,,zai/glm-5.1,unmatched,reviewed_2026_07_vals_index,none,zai,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"GLM 5.1 against the unversioned LLM Chess zai.glm-5. Same family but a different version is not a match, so this stays unmatched rather than being mapped to the nearest sibling.","zai.glm-5 carries no minor version, so it cannot be shown to be either 5.1 or 5.2.",cross_ref_vals_index_2026_07
vals_index,vals_index:0022:openai_gpt_5_4_mini_2026_03_17,openai/gpt-5.4-mini-2026-03-17,gpt-5.4-mini-high,openai/gpt-5.4-mini-2026-03-17,variant-compatible,reviewed_2026_07_vals_index,high,openai,vals_index_v1_2_2026_07_23,reasoning_effort=xhigh,reasoning_or_configured,xhigh,reasoning,high,nearest-tier,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Same model; the Vals model_key pins the 2026-03-17 snapshot that LLM Chess also ran. Vals states reasoning_effort=xhigh; LLM Chess offers -high and -low, so clause 3 substitutes upward to -high.","LLM Chess has no xhigh tier, so the compared efforts are not identical: xhigh vs high.",cross_ref_vals_index_2026_07
vals_index,vals_index:0023:alibaba_qwen3_7_plus,alibaba/qwen3.7-plus,,alibaba/qwen3.7-plus,unmatched,reviewed_2026_07_vals_index,none,alibaba,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Qwen 3.7 Plus against the unversioned LLM Chess qwen-plus. Same family but a different version is not a match, so this stays unmatched rather than being mapped to the nearest sibling.","qwen-plus carries no version, so which Qwen generation it ran is unrecorded.",cross_ref_vals_index_2026_07
vals_index,vals_index:0024:xiaomi_mimo_v2_5,xiaomi/mimo-v2.5,,xiaomi/mimo-v2.5,unmatched,reviewed_2026_07_vals_index,none,xiaomi,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Xiaomi MiMo v2.5 has no LLM Chess run. No LLM Chess counterpart exists at any version, so there is nothing to map; the row stays visible in coverage and out of every statistic.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0025:google_gemini_3_5_flash_lite,google/gemini-3.5-flash-lite,,google/gemini-3.5-flash-lite,unmatched,reviewed_2026_07_vals_index,none,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Gemini 3.5 Flash Lite has no LLM Chess run; gemini-3.1-flash-lite-preview is a different version, not the same model. No LLM Chess counterpart exists at any version, so there is nothing to map; the row stays visible in coverage and out of every statistic.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0026:xiaomi_mimo_v2_5_pro,xiaomi/mimo-v2.5-pro,,xiaomi/mimo-v2.5-pro,unmatched,reviewed_2026_07_vals_index,none,xiaomi,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Xiaomi MiMo v2.5 Pro has no LLM Chess run. No LLM Chess counterpart exists at any version, so there is nothing to map; the row stays visible in coverage and out of every statistic.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0027:google_gemini_3_flash_preview,google/gemini-3-flash-preview,gemini-3-flash-preview,google/gemini-3-flash-preview,variant-compatible,reviewed_2026_07_vals_index,medium,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,,nearest-tier,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Same model. Vals states reasoning_effort=high; the single LLM Chess run carries no effort suffix, so clause 3 has one candidate and takes it.","The LLM Chess run's thinking budget is not recorded in its name, so whether it corresponds to Vals' high effort is unverified.",cross_ref_vals_index_2026_07
vals_index,vals_index:0028:thinkingmachines_inkling,thinkingmachines/inkling,,thinkingmachines/inkling,unmatched,reviewed_2026_07_vals_index,none,thinkingmachines,vals_index_v1_2_2026_07_23,reasoning_effort=0.99,reasoning_or_configured,0.99,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Thinking Machines Inkling has no LLM Chess run. No LLM Chess counterpart exists at any version, so there is nothing to map; the row stays visible in coverage and out of every statistic.","This row's reasoning_effort is the float 0.99 rather than a tier name, so even its effort vocabulary is not comparable.",cross_ref_vals_index_2026_07
vals_index,vals_index:0029:alibaba_qwen3_6_plus,alibaba/qwen3.6-plus,,alibaba/qwen3.6-plus,unmatched,reviewed_2026_07_vals_index,none,alibaba,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Qwen 3.6 Plus against the unversioned LLM Chess qwen-plus. Same family but a different version is not a match, so this stays unmatched rather than being mapped to the nearest sibling.","qwen-plus carries no version, so which Qwen generation it ran is unrecorded.",cross_ref_vals_index_2026_07
vals_index,vals_index:0030:openai_gpt_5_4_nano_2026_03_17,openai/gpt-5.4-nano-2026-03-17,gpt-5.4-nano-high,openai/gpt-5.4-nano-2026-03-17,accepted,reviewed_2026_07_vals_index,high,openai,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Same model, and the model_key pins the 2026-03-17 snapshot LLM Chess also ran. Vals reasoning_effort=high matches gpt-5.4-nano-high exactly under clause 2.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0031:grok_grok_4_3,grok/grok-4.3,grok-4.3-high,grok/grok-4.3,accepted,reviewed_2026_07_vals_index,high,grok,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,Same model and the stated effort matches exactly: Vals reasoning_effort=high maps to grok-4.3-high under clause 2.,,cross_ref_vals_index_2026_07
vals_index,vals_index:0032:nvidia_nemotron_3_ultra_550b_a55b,nvidia/nemotron-3-ultra-550b-a55b,,nvidia/nemotron-3-ultra-550b-a55b,unmatched,reviewed_2026_07_vals_index,none,nvidia,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Nemotron 3 Ultra 550B-A55B against LLM Chess nemotron-3-nano@q3_k_l. Same generation but a different size class, and the chess run is additionally a local q3_k_l quantization, so two things differ at once. Not a match.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0033:minimax_minimax_m2_7,minimax/MiniMax-M2.7,,minimax/MiniMax-M2.7,unmatched,reviewed_2026_07_vals_index,none,minimax,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"MiniMax M2.7 against LLM Chess minimax.minimax-m2.5. Same family but a different version is not a match, so this stays unmatched rather than being mapped to the nearest sibling. The versions are adjacent, which does not make them the same model.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0034:anthropic_claude_haiku_4_5_20251001_thinking,anthropic/claude-haiku-4-5-20251001-thinking,claude-haiku-4-5_thinking_16000,anthropic/claude-haiku-4-5-20251001-thinking,variant-compatible,reviewed_2026_07_vals_index,medium,anthropic,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,reasoning,thinking_16000,assume-highest,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Same model and same reasoning kind: the Vals model_key ends in -thinking and pins the 20251001 snapshot, so it maps to the thinking chess run rather than plain claude-haiku-4-5. Vals states neither reasoning_effort nor compute_effort, so clause 1 assumes the highest and takes the only thinking run available.","LLM Chess expresses this run as a 16000-token thinking budget rather than an effort tier, and Vals states no budget, so the two configurations cannot be checked against each other.",cross_ref_vals_index_2026_07
vals_index,vals_index:0035:grok_grok_4_20_0309_reasoning,grok/grok-4.20-0309-reasoning,grok-4-20-reasoning,grok/grok-4.20-0309-reasoning,alias,reviewed_2026_07_vals_index,high,grok,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,reasoning,,assume-highest,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Same model under a differently punctuated name: Vals grok/grok-4.20-0309-reasoning is the LLM Chess grok-4-20-reasoning run, and both name the reasoning variant explicitly. Vals states no effort, so clause 1 assumes the highest, which is the only reasoning run LLM Chess has.","Vals pins the 0309 snapshot; the LLM Chess name carries no date, so snapshot identity is inferred from the version rather than confirmed.",cross_ref_vals_index_2026_07
vals_index,vals_index:0036:mistralai_mistral_medium_3_5,mistralai/mistral-medium-3.5,,mistralai/mistral-medium-3.5,unmatched,reviewed_2026_07_vals_index,none,mistralai,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Mistral Medium 3.5 has no LLM Chess run; the inventory holds only mistral-nemo-12b-instruct and mistral-small variants, which are different models rather than versions of this one. No LLM Chess counterpart exists at any version, so there is nothing to map; the row stays visible in coverage and out of every statistic.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0037:google_gemini_3_1_flash_lite_preview,google/gemini-3.1-flash-lite-preview,gemini-3.1-flash-lite-preview,google/gemini-3.1-flash-lite-preview,variant-compatible,reviewed_2026_07_vals_index,medium,google,vals_index_v1_2_2026_07_23,reasoning_effort=high,reasoning_or_configured,high,reasoning,,nearest-tier,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"Identical model name on both sides. Vals states reasoning_effort=high; the single LLM Chess run carries no effort suffix, so clause 3 has one candidate and takes it.","The LLM Chess run's thinking budget is not recorded in its name, so whether it corresponds to Vals' high effort is unverified.",cross_ref_vals_index_2026_07
vals_index,vals_index:0038:poolside_laguna_m_1,poolside/laguna-m.1,,poolside/laguna-m.1,unmatched,reviewed_2026_07_vals_index,none,poolside,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Poolside Laguna M.1 has no LLM Chess run. No LLM Chess counterpart exists at any version, so there is nothing to map; the row stays visible in coverage and out of every statistic.",,cross_ref_vals_index_2026_07
vals_index,vals_index:0039:poolside_laguna_xs_2,poolside/laguna-xs.2,,poolside/laguna-xs.2,unmatched,reviewed_2026_07_vals_index,none,poolside,vals_index_v1_2_2026_07_23,config_unspecified,unknown,,,,,vals_index_v1_2_payload; elo_refined.csv; models_metadata.csv,"Poolside Laguna XS.2 has no LLM Chess run. No LLM Chess counterpart exists at any version, so there is nothing to map; the row stays visible in coverage and out of every statistic.",,cross_ref_vals_index_2026_07
