eval_id,eval_row_id,eval_model_label,llm_chess_player,eval_variant_label,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer
bullshit_bench,bullshit_bench:0019:moonshotai_kimi_k2_6_reasoning_none,moonshotai/kimi-k2.6@reasoning=none,,moonshotai/kimi-k2.6@reasoning=none,unmatched,reviewed_2026_05,none,moonshotai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench moonshotai/kimi-k2.6 reasoning=none.,"Only kimi-k2.5 and kimi-k2 in elo, not k2.6.",cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0020:x_ai_grok_4_20_multi_agent_beta_reasoning_xhigh,x-ai/grok-4.20-multi-agent-beta@reasoning=xhigh,,x-ai/grok-4.20-multi-agent-beta@reasoning=xhigh,unmatched,reviewed_2026_05,none,x-ai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench x-ai/grok-4.20-multi-agent-beta reasoning=xhigh.,Multi-agent beta is a distinct system from the single-model grok-4-20 runs in elo.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0021:x_ai_grok_4_20_multi_agent_beta_reasoning_low,x-ai/grok-4.20-multi-agent-beta@reasoning=low,,x-ai/grok-4.20-multi-agent-beta@reasoning=low,unmatched,reviewed_2026_05,none,x-ai,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench x-ai/grok-4.20-multi-agent-beta reasoning=low.,Multi-agent beta is a distinct system from the single-model grok-4-20 runs in elo.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0022:xiaomi_mimo_v2_5_pro_reasoning_xhigh,xiaomi/mimo-v2.5-pro@reasoning=xhigh,,xiaomi/mimo-v2.5-pro@reasoning=xhigh,unmatched,reviewed_2026_05,none,xiaomi,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench xiaomi/mimo-v2.5-pro reasoning=xhigh.,No Xiaomi MiMo models in elo.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0023:qwen_qwen3_6_plus_reasoning_xhigh,qwen/qwen3.6-plus@reasoning=xhigh,,qwen/qwen3.6-plus@reasoning=xhigh,unmatched,reviewed_2026_05,none,qwen,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench qwen/qwen3.6-plus reasoning=xhigh.,"Only a local 27B qwen3.6 quant in elo, not the hosted Plus model.",cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0024:qwen_qwen3_7_max_reasoning_xhigh,qwen/qwen3.7-max@reasoning=xhigh,,qwen/qwen3.7-max@reasoning=xhigh,unmatched,reviewed_2026_05,none,qwen,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench qwen/qwen3.7-max reasoning=xhigh.,No qwen3.7 family in elo_refined.csv.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0025:x_ai_grok_4_3_reasoning_minimal,x-ai/grok-4.3@reasoning=minimal,,x-ai/grok-4.3@reasoning=minimal,unmatched,reviewed_2026_05,none,x-ai,bullshit_bench_v2_2026_05,reasoning=minimal,reasoning_or_configured,minimal,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench x-ai/grok-4.3 reasoning=minimal.,No grok-4.3 in elo_refined.csv.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0026:x_ai_grok_4_20_beta_reasoning_xhigh,x-ai/grok-4.20-beta@reasoning=xhigh,,x-ai/grok-4.20-beta@reasoning=xhigh,ambiguous,reviewed_2026_05,low,x-ai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench x-ai/grok-4.20-beta identity/config against elo is genuinely uncertain; held out of analysis.,Preview 'beta' tag and effort levels (low/xhigh) do not cleanly equal the released grok-4-20-reasoning run; held ambiguous.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0027:moonshotai_kimi_k2_6_reasoning_xhigh,moonshotai/kimi-k2.6@reasoning=xhigh,,moonshotai/kimi-k2.6@reasoning=xhigh,unmatched,reviewed_2026_05,none,moonshotai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench moonshotai/kimi-k2.6 reasoning=xhigh.,"Only kimi-k2.5 and kimi-k2 in elo, not k2.6.",cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0028:openai_gpt_5_5_reasoning_xhigh,openai/gpt-5.5@reasoning=xhigh,gpt-5.5-medium,openai/gpt-5.5@reasoning=xhigh,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.5 reasoning=xhigh maps to elo gpt-5.5-medium with a reasoning-config caveat.,elo exposes only gpt-5.5-medium; the low/xhigh reasoning rows were collapsed to that representative tier and the non-reasoning 'none' row left unmatched.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0029:x_ai_grok_4_20_beta_reasoning_low,x-ai/grok-4.20-beta@reasoning=low,,x-ai/grok-4.20-beta@reasoning=low,ambiguous,reviewed_2026_05,low,x-ai,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench x-ai/grok-4.20-beta identity/config against elo is genuinely uncertain; held out of analysis.,Preview 'beta' tag and effort levels (low/xhigh) do not cleanly equal the released grok-4-20-reasoning run; held ambiguous.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0030:openai_gpt_5_4_reasoning_none,openai/gpt-5.4@reasoning=none,,openai/gpt-5.4@reasoning=none,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.4 reasoning=none.,elo gpt-5.4 tiers are low/medium/high; the xhigh reasoning row mapped to the -medium representative and the non-reasoning 'none' row left unmatched.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0031:nvidia_nemotron_3_super_120b_a12b_free_reasoning_xhigh,nvidia/nemotron-3-super-120b-a12b:free@reasoning=xhigh,,nvidia/nemotron-3-super-120b-a12b:free@reasoning=xhigh,unmatched,reviewed_2026_05,none,nvidia,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench nvidia/nemotron-3-super-120b-a12b:free reasoning=xhigh.,,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0032:moonshotai_kimi_k2_5_reasoning_none,moonshotai/kimi-k2.5@reasoning=none,,moonshotai/kimi-k2.5@reasoning=none,unmatched,reviewed_2026_05,none,moonshotai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench moonshotai/kimi-k2.5 reasoning=none.,none is a non-reasoning run with no counterpart; the reasoning kimi-k2.5 run carries the match.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0033:openai_gpt_5_5_reasoning_none,openai/gpt-5.5@reasoning=none,,openai/gpt-5.5@reasoning=none,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.5 reasoning=none.,elo exposes only gpt-5.5-medium; the low/xhigh reasoning rows were collapsed to that representative tier and the non-reasoning 'none' row left unmatched.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0034:openai_gpt_5_5_reasoning_low,openai/gpt-5.5@reasoning=low,gpt-5.5-medium,openai/gpt-5.5@reasoning=low,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.5 reasoning=low maps to elo gpt-5.5-medium with a reasoning-config caveat.,elo exposes only gpt-5.5-medium; the low/xhigh reasoning rows were collapsed to that representative tier and the non-reasoning 'none' row left unmatched.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0035:openai_gpt_5_4_reasoning_xhigh,openai/gpt-5.4@reasoning=xhigh,gpt-5.4-medium,openai/gpt-5.4@reasoning=xhigh,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.4 reasoning=xhigh maps to elo gpt-5.4-medium with a reasoning-config caveat.,elo gpt-5.4 tiers are low/medium/high; the xhigh reasoning row mapped to the -medium representative and the non-reasoning 'none' row left unmatched.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0036:anthropic_claude_3_7_sonnet_thinking_reasoning_default,anthropic/claude-3.7-sonnet:thinking@reasoning=default,,anthropic/claude-3.7-sonnet:thinking@reasoning=default,ambiguous,reviewed_2026_05,low,anthropic,bullshit_bench_v2_2026_05,reasoning=default,unknown,,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench anthropic/claude-3.7-sonnet:thinking identity/config against elo is genuinely uncertain; held out of analysis.,Thinking budget unspecified; elo has 1k/2k/5k/10k budgets with no clear default.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0037:qwen_qwen3_max_thinking_reasoning_none,qwen/qwen3-max-thinking@reasoning=none,,qwen/qwen3-max-thinking@reasoning=none,unmatched,reviewed_2026_05,none,qwen,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench qwen/qwen3-max-thinking reasoning=none.,"qwen-max in elo is the older non-reasoning Qwen-Max, not Qwen3-Max-Thinking.",cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0038:openai_gpt_5_2_codex_reasoning_low,openai/gpt-5.2-codex@reasoning=low,,openai/gpt-5.2-codex@reasoning=low,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.2-codex reasoning=low.,No gpt-5.2-codex in elo (only gpt-5.1-codex and gpt-5.3-codex).,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0039:google_gemini_3_pro_preview_reasoning_low,google/gemini-3-pro-preview@reasoning=low,gemini-3-pro-preview,google/gemini-3-pro-preview@reasoning=low,variant-compatible,reviewed_2026_05,medium,google,bullshit_bench_v2_2026_05,reasoning=low,reasoning_or_configured,low,reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemini-3-pro-preview reasoning=low maps to elo gemini-3-pro-preview with a reasoning-config caveat.,,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0040:anthropic_claude_opus_4_1_reasoning_none,anthropic/claude-opus-4.1@reasoning=none,claude-opus-4-1,anthropic/claude-opus-4.1@reasoning=none,variant-compatible,reviewed_2026_05,medium,anthropic,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,not_reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench anthropic/claude-opus-4.1 reasoning=none maps to elo claude-opus-4-1 with a reasoning-config caveat.,No reasoning opus-4-1 run in elo; only the high reasoning row is unmatched.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0041:nvidia_nemotron_3_super_120b_a12b_reasoning_high,nvidia/nemotron-3-super-120b-a12b@reasoning=high,,nvidia/nemotron-3-super-120b-a12b@reasoning=high,unmatched,reviewed_2026_05,none,nvidia,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench nvidia/nemotron-3-super-120b-a12b reasoning=high.,"Only a local nemotron-3-nano quant in elo, not the 120B Super model.",cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0042:x_ai_grok_4_3_reasoning_xhigh,x-ai/grok-4.3@reasoning=xhigh,,x-ai/grok-4.3@reasoning=xhigh,unmatched,reviewed_2026_05,none,x-ai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench x-ai/grok-4.3 reasoning=xhigh.,No grok-4.3 in elo_refined.csv.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0043:anthropic_claude_opus_4_1_reasoning_high,anthropic/claude-opus-4.1@reasoning=high,,anthropic/claude-opus-4.1@reasoning=high,unmatched,reviewed_2026_05,none,anthropic,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench anthropic/claude-opus-4.1 reasoning=high.,No reasoning opus-4-1 run in elo; only the high reasoning row is unmatched.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0044:anthropic_claude_3_5_haiku_reasoning_default,anthropic/claude-3.5-haiku@reasoning=default,claude-3-5-haiku,anthropic/claude-3.5-haiku@reasoning=default,alias,reviewed_2026_05,high,anthropic,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench anthropic/claude-3.5-haiku is the same model as elo claude-3-5-haiku.,,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0045:openai_gpt_5_2_reasoning_none,openai/gpt-5.2@reasoning=none,gpt-5.2-chat,openai/gpt-5.2@reasoning=none,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,not_reasoning,,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.2 reasoning=none maps to elo gpt-5.2-chat with a reasoning-config caveat.,elo gpt-5.2 tiers are low/medium (no -high); the high reasoning row mapped to the -medium representative and 'none' to gpt-5.2-chat.,cross_ref_bullshit_bench_2026_05
bullshit_bench,bullshit_bench:0046:openai_gpt_5_5_pro_reasoning_medium,openai/gpt-5.5-pro@reasoning=medium,,openai/gpt-5.5-pro@reasoning=medium,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=medium,reasoning_or_configured,medium,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.5-pro reasoning=medium.,GPT-5.5 Pro is a distinct product tier; only base gpt-5.5-medium exists in elo.,cross_ref_bullshit_bench_2026_05
